country,happiness,attribute,value,scale
South Africa,4.722,life_exp,52.42307662923077,1
South Africa,4.722,generosity,-0.129489814,2
South Korea,5.895,log_gdp,10.361467043333333,0
South Korea,5.895,life_exp,71.90666707333334,1
South Korea,5.895,generosity,-0.05228020233333333,2
South Sudan,2.853,log_gdp,7.487881183333333,0
South Sudan,2.853,life_exp,50.21333312666667,1
South Sudan,2.853,generosity,0.053268509666666665,2
Spain,6.354,log_gdp,10.397498448333334,0
Spain,6.354,life_exp,73.20999972083334,1
Spain,6.354,generosity,-0.09114021658333334,2
Sri Lanka,4.366,log_gdp,9.137228647833334,0
Sri Lanka,4.366,life_exp,66.32499949083333,1
Sri Lanka,4.366,generosity,0.1846010395,2
Sweden,7.343,log_gdp,10.699870349166666,0
Sweden,7.343,life_exp,72.08000119666667,1
Sweden,7.343,generosity,0.15112308916666667,2
Switzerland,7.48,log_gdp,10.94450211625,0
Switzerland,7.48,life_exp,73.02999973375,1
Switzerland,7.48,generosity,0.1312839845,2
Syria,3.462,log_gdp,8.528595129500001,0
Syria,3.462,life_exp,62.269999821666666,1
Syria,3.462,generosity,0.14541779983333333,2
Taiwan Province of China,6.446,log_gdp,10.543287596666666,0
Taiwan Province of China,6.446,life_exp,69.13999939,1
Taiwan Province of China,6.446,generosity,-0.021819555666666667,2
Tajikistan,5.467,log_gdp,7.730199495916667,0
Tajikistan,5.467,life_exp,62.44166723916667,1
Tajikistan,5.467,generosity,7.569125416666666e-4,2
Tanzania,3.231,log_gdp,7.721510960384616,0
Tanzania,3.231,life_exp,53.54615372923077,1
Tanzania,3.231,generosity,0.11304847915384615,2
Thailand,6.008,log_gdp,9.558970744769232,0
Thailand,6.008,life_exp,65.83846224153847,1
Thailand,6.008,generosity,0.38867611384615386,2
Togo,4.085,log_gdp,7.182592094,0
Togo,4.085,life_exp,52.55500030625,1
Togo,4.085,generosity,-0.043884778125,2
Trinidad and Tobago,6.192,log_gdp,10.327441408,0
Trinidad and Tobago,6.192,life_exp,62.540000152,1
Trinidad and Tobago,6.192,generosity,0.070209496800000007,2
Tunisia,4.461,log_gdp,9.2670145035,0
Tunisia,4.461,life_exp,65.805999754,1
Tunisia,4.461,generosity,-0.1992921532,2
Turkey,5.373,log_gdp,9.943796633583332,0
Turkey,5.373,life_exp,65.02000045833333,1
Turkey,5.373,generosity,-0.17051287,2
Turkmenistan,5.247,log_gdp,9.517483711333334,0
Turkmenistan,5.247,life_exp,60.82666651555555,1
Turkmenistan,5.247,generosity,-0.001877692555555555,2
Uganda,4.189,log_gdp,7.353104151153846,0
Uganda,4.189,life_exp,51.72307704153846,1
Uganda,4.189,generosity,0.043015094692307694,2
Ukraine,4.332,log_gdp,8.993583532461539,0
Ukraine,4.332,life_exp,62.63076928923077,1
Ukraine,4.332,generosity,-0.12475295061538462,2
United Arab Emirates,6.825,log_gdp,11.10045957625,0
United Arab Emirates,6.825,life_exp,66.5274992,1
United Arab Emirates,6.825,generosity,0.071554731875,2
United Kingdom,7.054,log_gdp,10.544249615,0
United Kingdom,7.054,life_exp,71.45999971916666,1
United Kingdom,7.054,generosity,0.319911598,2
United States,6.892,log_gdp,10.849577506666666,0
United States,6.892,life_exp,68.52000045833333,1
United States,6.892,generosity,0.19517511108333332,2
Uruguay,6.293,log_gdp,9.785182659384615,0
Uruguay,6.293,life_exp,68.26153857923077,1
Uruguay,6.293,generosity,-0.09573784838461538,2
Uzbekistan,6.174,log_gdp,8.486547390666667,0
Uzbekistan,6.174,life_exp,63.59333292583334,1
Uzbekistan,6.174,generosity,0.07221028125,2
Venezuela,4.707,log_gdp,9.655338207833333,0
Venezuela,4.707,life_exp,65.86499977,1
Venezuela,4.707,generosity,-0.18883585308333334,2
Vietnam,5.175,log_gdp,8.463317473666667,0
Vietnam,5.175,life_exp,66.76666704833333,1
Vietnam,5.175,generosity,0.015538279166666665,2
Yemen,3.38,log_gdp,8.12584537911111,0
Yemen,3.38,life_exp,54.25555504888889,1
Yemen,3.38,generosity,-0.12861161533333335,2
Zambia,4.107,log_gdp,8.106403311,0
Zambia,4.107,life_exp,50.98333327,1
Zambia,4.107,generosity,-0.0061545609999999985,2
Zimbabwe,3.663,log_gdp,7.427388081230769,0
Zimbabwe,3.663,life_exp,49.26923076923077,1
Zimbabwe,3.663,generosity,-0.06523047738461539,2
