country,happiness,attribute,value,scale,scale_gdp,scale_life,scale_generosity
Burundi,3.775,generosity,-0.0324238014,2,7.497419834125,52.42307662923077,-0.1564087142727273
Cambodia,4.7,log_gdp,7.955888821538461,0,7.530406731846154,52.539999771,-0.15491403476923077
Cambodia,4.7,life_exp,58.94615378769231,1,7.530406731846154,52.539999771,-0.15491403476923077
Cambodia,4.7,generosity,0.18312360315384615,2,7.530406731846154,52.539999771,-0.15491403476923077
Cameroon,5.044,log_gdp,8.035231333538462,0,7.539504766416667,52.55500030625,-0.152031491
Cameroon,5.044,life_exp,49.14615396307693,1,7.539504766416667,52.55500030625,-0.152031491
Cameroon,5.044,generosity,-0.021053837,2,7.539504766416667,52.55500030625,-0.152031491
Canada,7.278,log_gdp,10.648498536153847,0,7.5686161041,52.55999963909091,-0.15082687079999998
Canada,7.278,life_exp,72.50922980692307,1,7.5686161041,52.55999963909091,-0.15082687079999998
Canada,7.278,generosity,0.23095509692307692,2,7.5686161041,52.55999963909091,-0.15082687079999998
Central African Republic,3.083,log_gdp,6.6604643822,0,7.663275917416667,52.94749927375,-0.1458299789090909
Central African Republic,3.083,life_exp,43.356001282,1,7.663275917416667,52.94749927375,-0.1458299789090909
Central African Republic,3.083,generosity,0.0458244408,2,7.663275917416667,52.94749927375,-0.1458299789090909
Chad,4.35,log_gdp,7.530406731846154,0,7.716239342461538,53.54615372923077,-0.1401031870909091
Chad,4.35,life_exp,45.700000175384616,1,7.716239342461538,53.54615372923077,-0.1401031870909091
Chad,4.35,generosity,-0.008042617846153847,2,7.716239342461538,53.54615372923077,-0.1401031870909091
Chile,6.444,log_gdp,9.940409367692308,0,7.721510960384616,54.25555504888889,-0.1354193611111111
Chile,6.444,life_exp,69.22307704076923,1,7.721510960384616,54.25555504888889,-0.1354193611111111
Chile,6.444,generosity,0.10061366415384615,2,7.721510960384616,54.25555504888889,-0.1354193611111111
China,5.191,log_gdp,9.327680428916667,0,7.730199495916667,54.38500023,-0.13519258108333335
China,5.191,life_exp,68.05999946583333,1,7.730199495916667,54.38500023,-0.13519258108333335
China,5.191,generosity,-0.19176336058333332,2,7.730199495916667,54.38500023,-0.13519258108333335
Colombia,6.125,log_gdp,9.370048156153846,0,7.873013679846154,54.580000444545455,-0.1311007995
Colombia,6.125,life_exp,66.25384580153846,1,7.873013679846154,54.580000444545455,-0.1311007995
Colombia,6.125,generosity,-0.07788528746153846,2,7.873013679846154,54.580000444545455,-0.1311007995
Comoros,3.973,log_gdp,7.2566669462,0,7.897970835333333,54.625,-0.129489814
Comoros,3.973,life_exp,55.324000548,1,7.897970835333333,54.625,-0.129489814
Comoros,3.973,generosity,0.011823149800000002,2,7.897970835333333,54.625,-0.129489814
Congo (Brazzaville),4.812,log_gdp,8.549083921666666,0,7.9088745483076925,54.70000076,-0.12861161533333335
Congo (Brazzaville),4.812,life_exp,55.64444478222222,1,7.9088745483076925,54.70000076,-0.12861161533333335
Congo (Brazzaville),4.812,generosity,-0.1354193611111111,2,7.9088745483076925,54.70000076,-0.12861161533333335
Congo (Kinshasa),4.418,log_gdp,6.613027036,0,7.955888821538461,55.30999978333333,-0.12648989358333335
Congo (Kinshasa),4.418,life_exp,51.35500001875,1,7.955888821538461,55.30999978333333,-0.12648989358333335
Congo (Kinshasa),4.418,generosity,0.0089247725,2,7.955888821538461,55.30999978333333,-0.12648989358333335
Costa Rica,7.167,log_gdp,9.528552935692307,0,7.999432490461539,55.324000548,-0.12475295061538462
Costa Rica,7.167,life_exp,70.30000011692307,1,7.999432490461539,55.324000548,-0.12475295061538462
Costa Rica,7.167,generosity,0.013232676615384614,2,7.999432490461539,55.324000548,-0.12475295061538462
Croatia,5.432,log_gdp,9.95892897590909,0,8.035231333538462,55.64444478222222,-0.11788672476923077
Croatia,5.432,life_exp,68.40545446272728,1,8.035231333538462,55.64444478222222,-0.11788672476923077
Croatia,5.432,generosity,-0.1401031870909091,2,8.035231333538462,55.64444478222222,-0.11788672476923077
Cyprus,6.046,log_gdp,10.377583789,0,8.076874664571429,56.05384650692308,-0.11751557445454545
Cyprus,6.046,life_exp,72.690000915,1,8.076874664571429,56.05384650692308,-0.11751557445454545
Cyprus,6.046,generosity,0.0657775149,2,8.076874664571429,56.05384650692308,-0.11751557445454545
Czech Republic,6.852,log_gdp,10.307466604,0,8.106403311,56.17428479857143,-0.117339976
Czech Republic,6.852,life_exp,68.754000852,1,8.106403311,56.17428479857143,-0.117339976
Czech Republic,6.852,generosity,-0.152031491,2,8.106403311,56.17428479857143,-0.117339976
Denmark,7.6,log_gdp,10.719682216666666,0,8.12269485,56.75,-0.11193826430769231
Denmark,7.6,life_exp,71.0199998225,1,8.12269485,56.75,-0.11193826430769231
Denmark,7.6,generosity,0.18921296133333335,2,8.12269485,56.75,-0.11193826430769231
Dominican Republic,5.425,log_gdp,9.386959222615385,0,8.12584537911111,56.82307698153846,-0.11085221692307692
Dominican Republic,5.425,life_exp,64.2307689376923,1,8.12584537911111,56.82307698153846,-0.11085221692307692
Dominican Republic,5.425,generosity,-0.04785091753846154,2,8.12584537911111,56.82307698153846,-0.11085221692307692
Ecuador,6.028,log_gdp,9.205796975307692,0,8.156725963,56.91428593285714,-0.107394342
Ecuador,6.028,life_exp,67.16923170846154,1,8.156725963,56.91428593285714,-0.107394342
Ecuador,6.028,generosity,-0.11193826430769231,2,8.156725963,56.91428593285714,-0.107394342
Egypt,4.166,log_gdp,9.198460261,0,8.28738427175,57.036000061,-0.10723306983333333
Egypt,4.166,life_exp,60.519999821666666,1,8.28738427175,57.036000061,-0.10723306983333333
Egypt,4.166,generosity,-0.13519258108333335,2,8.28738427175,57.036000061,-0.10723306983333333
El Salvador,6.253,log_gdp,8.80710645823077,0,8.335816383384616,57.72500038,-0.10664273763636363
El Salvador,6.253,life_exp,64.55384621230769,1,8.335816383384616,57.72500038,-0.10664273763636363
El Salvador,6.253,generosity,-0.11788672476923077,2,8.335816383384616,57.72500038,-0.10664273763636363
Estonia,5.893,log_gdp,10.188165268333332,0,8.365816263153846,57.945999909,-0.09573784838461538
Estonia,5.893,life_exp,67.06666628416667,1,8.365816263153846,57.945999909,-0.09573784838461538
Estonia,5.893,generosity,-0.18948070641666667,2,8.365816263153846,57.945999909,-0.09573784838461538
Ethiopia,4.286,log_gdp,7.323557376714286,0,8.411732673692308,58.04857199571428,-0.0947855915
Ethiopia,4.286,life_exp,56.91428593285714,1,8.411732673692308,58.04857199571428,-0.0947855915
Ethiopia,4.286,generosity,0.037694175999999996,2,8.411732673692308,58.04857199571428,-0.0947855915
Finland,7.769,log_gdp,10.602655498181818,0,8.422091960916667,58.140000025,-0.09407262508333333
Finland,7.769,life_exp,71.02181868181817,1,8.422091960916667,58.140000025,-0.09407262508333333
Finland,7.769,generosity,0.014454840818181817,2,8.422091960916667,58.140000025,-0.09407262508333333
France,6.592,log_gdp,10.5342905525,0,8.42350033342857,58.94615378769231,-0.0929075660909091
France,6.592,life_exp,72.694999695,1,8.42350033342857,58.94615378769231,-0.0929075660909091
France,6.592,generosity,-0.09407262508333333,2,8.42350033342857,58.94615378769231,-0.0929075660909091
Gabon,4.799,log_gdp,9.711026668625,0,8.463317473666667,58.987999724,-0.0923649766
Gabon,4.799,life_exp,57.72500038,1,8.463317473666667,58.987999724,-0.0923649766
Gabon,4.799,generosity,-0.21454466875,2,8.463317473666667,58.987999724,-0.0923649766
Gambia,4.516,log_gdp,7.353572845,0,8.486547390666667,59.90000025333333,-0.09114021658333334
Gambia,4.516,life_exp,54.70000076,1,8.486547390666667,59.90000025333333,-0.09114021658333334
Gambia,4.516,generosity,0.126379773,2,8.486547390666667,59.90000025333333,-0.09114021658333334
Georgia,4.519,log_gdp,8.94405995876923,0,8.514222701416667,60.0000003175,-0.09102076645454546
Georgia,4.519,life_exp,64.90769254307692,1,8.514222701416667,60.0000003175,-0.09102076645454546
Georgia,4.519,generosity,-0.2286419466923077,2,8.514222701416667,60.0000003175,-0.09102076645454546
Germany,6.985,log_gdp,10.663602309090908,0,8.517464910142857,60.519999821666666,-0.0868312321
Germany,6.985,life_exp,71.23090986909091,1,8.517464910142857,60.519999821666666,-0.0868312321
Germany,6.985,generosity,0.096944707,2,8.517464910142857,60.519999821666666,-0.0868312321
Ghana,4.996,log_gdp,8.12269485,0,8.528595129500001,60.82666651555555,-0.07941006974999999
Ghana,4.996,life_exp,54.625,1,8.528595129500001,60.82666651555555,-0.07941006974999999
Ghana,4.996,generosity,0.06199189508333333,2,8.528595129500001,60.82666651555555,-0.07941006974999999
Greece,5.287,log_gdp,10.166370391818182,0,8.536780357454546,60.89230757384615,-0.07788528746153846
Greece,5.287,life_exp,71.70000041727273,1,8.536780357454546,60.89230757384615,-0.07788528746153846
Greece,5.287,generosity,-0.28551546563636365,2,8.536780357454546,60.89230757384615,-0.07788528746153846
Guatemala,6.436,log_gdp,8.850690401538461,0,8.549083921666666,60.91818167909091,-0.07699030833333334
Guatemala,6.436,life_exp,62.80769230769231,1,8.549083921666666,60.91818167909091,-0.07699030833333334
Guatemala,6.436,generosity,0.07847837053846153,2,8.549083921666666,60.91818167909091,-0.07699030833333334
Guinea,4.534,log_gdp,7.497419834125,0,8.674751134923078,60.95384627153846,-0.06523047738461539
Guinea,4.534,life_exp,51.65000009625,1,8.674751134923078,60.95384627153846,-0.06523047738461539
Guinea,4.534,generosity,0.03488315325,2,8.674751134923078,60.95384627153846,-0.06523047738461539
Haiti,3.597,log_gdp,7.383703405090909,0,8.720824315076923,61.292307926153846,-0.0634046293
Haiti,3.597,life_exp,47.04909064545455,1,8.720824315076923,61.292307926153846,-0.0634046293
Haiti,3.597,generosity,0.307247564,2,8.720824315076923,61.292307926153846,-0.0634046293
Honduras,5.86,log_gdp,8.335816383384616,0,8.80710645823077,61.53846153846154,-0.059764146571428575
Honduras,5.86,life_exp,65.91538473230769,1,8.80710645823077,61.53846153846154,-0.059764146571428575
Honduras,5.86,generosity,0.08380264084615384,2,8.80710645823077,61.53846153846154,-0.059764146571428575
Hong Kong S.A.R. of China,5.43,log_gdp,10.810741317777778,0,8.850690401538461,61.57692307769231,-0.05228020233333333
Hong Kong S.A.R. of China,5.43,life_exp,75.12675984777778,1,8.850690401538461,61.57692307769231,-0.05228020233333333
Hong Kong S.A.R. of China,5.43,generosity,0.21290272477777777,2,8.850690401538461,61.57692307769231,-0.05228020233333333
Hungary,5.758,log_gdp,10.076768876,0,8.862796187375,61.70769207307692,-0.050438818076923075
Hungary,5.758,life_exp,66.040000153,1,8.862796187375,61.70769207307692,-0.050438818076923075
Hungary,5.758,generosity,-0.15082687079999998,2,8.862796187375,61.70769207307692,-0.050438818076923075
Iceland,7.494,log_gdp,10.67408959,0,8.907667795666667,61.992307222307694,-0.049628581
Iceland,7.494,life_exp,72.819999695,1,8.907667795666667,61.992307222307694,-0.049628581
Iceland,7.494,generosity,0.27236553033333333,2,8.907667795666667,61.992307222307694,-0.049628581
India,4.015,log_gdp,8.514222701416667,0,8.925997073769231,62.07374954,-0.04785091753846154
India,4.015,life_exp,58.140000025,1,8.925997073769231,62.07374954,-0.04785091753846154
India,4.015,generosity,-0.004539204916666666,2,8.925997073769231,62.07374954,-0.04785091753846154
Indonesia,5.192,log_gdp,9.122922457153846,0,8.93184534725,62.22307674692308,-0.043884778125
Indonesia,5.192,life_exp,60.89230757384615,1,8.93184534725,62.22307674692308,-0.043884778125
Indonesia,5.192,generosity,0.3736985119230769,2,8.93184534725,62.22307674692308,-0.043884778125
Iran,4.548,log_gdp,9.782335069444445,0,8.94405995876923,62.269999821666666,-0.043032605
Iran,4.548,life_exp,64.63555526777778,1,8.94405995876923,62.269999821666666,-0.043032605
Iran,4.548,generosity,0.12688000622222223,2,8.94405995876923,62.269999821666666,-0.043032605
Iraq,4.437,log_gdp,9.5572555541,0,8.993583532461539,62.3899993925,-0.042540063846153844
Iraq,4.437,life_exp,58.987999724,1,8.993583532461539,62.3899993925,-0.042540063846153844
Iraq,4.437,generosity,-0.0923649766,2,8.993583532461539,62.3899993925,-0.042540063846153844
Ireland,7.021,log_gdp,10.849314530000001,0,9.0109458924,62.44166723916667,-0.041983435
Ireland,7.021,life_exp,71.6016667675,1,9.0109458924,62.44166723916667,-0.041983435
Ireland,7.021,generosity,0.2694769066666667,2,9.0109458924,62.44166723916667,-0.041983435
Israel,7.139,log_gdp,10.340290785,0,9.036586674818182,62.540000152,-0.0399471783
Israel,7.139,life_exp,72.49000040666667,1,9.036586674818182,62.540000152,-0.0399471783
Israel,7.139,generosity,0.1375890745,2,9.036586674818182,62.540000152,-0.0399471783
Italy,6.223,log_gdp,10.4812578375,0,9.098709821666667,62.63076928923077,-0.0376073401
Italy,6.223,life_exp,72.9099998475,1,9.098709821666667,62.63076928923077,-0.0376073401
Italy,6.223,generosity,0.0035206565833333313,2,9.098709821666667,62.63076928923077,-0.0376073401
Ivory Coast,4.944,log_gdp,8.076874664571429,0,9.12257456775,62.80769230769231,-0.0324238014
Ivory Coast,4.944,life_exp,47.811428615714284,1,9.12257456775,62.80769230769231,-0.0324238014
Ivory Coast,4.944,generosity,-0.059764146571428575,2,9.12257456775,62.80769230769231,-0.0324238014
Jamaica,5.89,log_gdp,9.0109458924,0,9.122922457153846,63.54615402230769,-0.027718024307692306
Jamaica,5.89,life_exp,66.252000426,1,9.122922457153846,63.54615402230769,-0.027718024307692306
Jamaica,5.89,generosity,-0.041983435,2,9.122922457153846,63.54615402230769,-0.027718024307692306
Japan,5.886,log_gdp,10.520051957272727,0,9.137228647833334,63.58521721545455,-0.027501131833333334
Japan,5.886,life_exp,74.24727283909091,1,9.137228647833334,63.58521721545455,-0.027501131833333334
Japan,5.886,generosity,-0.1564087142727273,2,9.137228647833334,63.58521721545455,-0.027501131833333334
Jordan,4.906,log_gdp,9.098709821666667,0,9.192475058909091,63.59333292583334,-0.022191455666666665
Jordan,4.906,life_exp,65.42999998666667,1,9.192475058909091,63.59333292583334,-0.022191455666666665
Jordan,4.906,generosity,-0.107394342,2,9.192475058909091,63.59333292583334,-0.022191455666666665
Kazakhstan,5.809,log_gdp,9.972829891384615,0,9.198460261,63.80000011846154,-0.021819555666666667
Kazakhstan,5.809,life_exp,61.292307926153846,1,9.198460261,63.80000011846154,-0.021819555666666667
Kazakhstan,5.809,generosity,-0.167586939,2,9.198460261,63.80000011846154,-0.021819555666666667
Kenya,4.509,log_gdp,7.873013679846154,0,9.205796975307692,64.2307689376923,-0.021053837
Kenya,4.509,life_exp,56.05384650692308,1,9.205796975307692,64.2307689376923,-0.021053837
Kenya,4.509,generosity,0.14248008715384616,2,9.205796975307692,64.2307689376923,-0.021053837
Kosovo,6.1,log_gdp,9.036586674818182,0,9.253979682818182,64.55384621230769,-0.017703278454545456
Kosovo,6.1,life_exp,63.58521721545455,1,9.253979682818182,64.55384621230769,-0.017703278454545456
Kosovo,6.1,generosity,0.10184584581818182,2,9.253979682818182,64.55384621230769,-0.017703278454545456
Kuwait,6.021,log_gdp,11.230084576666666,0,9.262285926,64.61666679333334,-0.015538445538461539
Kuwait,6.021,life_exp,65.31666691833334,1,9.262285926,64.61666679333334,-0.015538445538461539
Kuwait,6.021,generosity,-0.07699030833333334,2,9.262285926,64.61666679333334,-0.015538445538461539
Kyrgyzstan,5.261,log_gdp,7.999432490461539,0,9.26294202076923,64.63555526777778,-0.011608080230769232
Kyrgyzstan,5.261,life_exp,61.992307222307694,1,9.26294202076923,64.63555526777778,-0.011608080230769232
Kyrgyzstan,5.261,generosity,0.03379952015384615,2,9.26294202076923,64.63555526777778,-0.011608080230769232
Laos,4.796,log_gdp,8.42350033342857,0,9.2670145035,64.70000028625,-0.01127304409090909
Laos,4.796,life_exp,56.17428479857143,1,9.2670145035,64.70000028625,-0.01127304409090909
Laos,4.796,generosity,0.3213864415714286,2,9.2670145035,64.70000028625,-0.01127304409090909
Latvia,5.94,log_gdp,9.995376825666666,0,9.327680428916667,64.90769254307692,-0.010828882384615386
Latvia,5.94,life_exp,65.10000006416666,1,9.327680428916667,64.90769254307692,-0.010828882384615386
Latvia,5.94,generosity,-0.1311007995,2,9.327680428916667,64.90769254307692,-0.010828882384615386
Lebanon,5.197,log_gdp,9.564006964333334,0,9.370048156153846,64.96000035666667,-0.008042617846153847
Lebanon,5.197,life_exp,65.57999928583334,1,9.370048156153846,64.96000035666667,-0.008042617846153847
Lebanon,5.197,generosity,0.017424974666666666,2,9.370048156153846,64.96000035666667,-0.008042617846153847
Lesotho,3.802,log_gdp,7.897970835333333,0,9.386959222615385,64.97692313461539,-0.0061545609999999985
Lesotho,3.802,life_exp,46.54666646333333,1,9.386959222615385,64.97692313461539,-0.0061545609999999985
Lesotho,3.802,generosity,-0.117339976,2,9.386959222615385,64.97692313461539,-0.0061545609999999985
Liberia,3.975,log_gdp,6.59850192075,0,9.394006035545454,65.02000045833333,-0.004539204916666666
Liberia,3.975,life_exp,52.94749927375,1,9.394006035545454,65.02000045833333,-0.004539204916666666
Liberia,3.975,generosity,0.050373907375,2,9.394006035545454,65.02000045833333,-0.004539204916666666
Libya,5.525,log_gdp,9.77246976025,0,9.397474582307693,65.10000006416666,-0.004203475818181817
Libya,5.525,life_exp,62.3899993925,1,9.397474582307693,65.10000006416666,-0.004203475818181817
Libya,5.525,generosity,-0.07941006974999999,2,9.397474582307693,65.10000006416666,-0.004203475818181817
Lithuania,6.149,log_gdp,10.107635058923076,0,9.487628676636364,65.116000366,-0.001877692555555555
Lithuania,6.149,life_exp,64.97692313461539,1,9.487628676636364,65.116000366,-0.001877692555555555
Lithuania,6.149,generosity,-0.2550428853076923,2,9.487628676636364,65.116000366,-0.001877692555555555
Luxembourg,7.09,log_gdp,11.433882999,0,9.5036680222,65.14000008454545,7.569125416666666e-4
Luxembourg,7.09,life_exp,72.213998411,1,9.5036680222,65.14000008454545,7.569125416666666e-4
Luxembourg,7.09,generosity,0.0479728486,2,9.5036680222,65.14000008454545,7.569125416666666e-4
Macedonia,5.274,log_gdp,9.394006035545454,0,9.517483711333334,65.31666691833334,0.0035206565833333313
Macedonia,5.274,life_exp,66.78363661181818,1,9.517483711333334,65.31666691833334,0.0035206565833333313
Macedonia,5.274,generosity,-0.017703278454545456,2,9.517483711333334,65.31666691833334,0.0035206565833333313
Madagascar,3.933,log_gdp,7.2476871491,0,9.528552935692307,65.42999998666667,0.0089247725
Madagascar,3.933,life_exp,57.036000061,1,9.528552935692307,65.42999998666667,0.0089247725
Madagascar,3.933,generosity,-0.0399471783,2,9.528552935692307,65.42999998666667,0.0089247725
Malawi,3.41,log_gdp,6.937991012272727,0,9.5572555541,65.57999928583334,0.0090770799
Malawi,3.41,life_exp,52.55999963909091,1,9.5572555541,65.57999928583334,0.0090770799
Malawi,3.41,generosity,0.10192227236363637,2,9.5572555541,65.57999928583334,0.0090770799
Malaysia,5.339,log_gdp,10.008811603818183,0,9.558970744769232,65.63076899615385,0.011823149800000002
Malaysia,5.339,life_exp,65.80000027727273,1,9.558970744769232,65.63076899615385,0.011823149800000002
Malaysia,5.339,generosity,0.09584115081818181,2,9.558970744769232,65.63076899615385,0.011823149800000002
Mali,4.39,log_gdp,7.539504766416667,0,9.564006964333334,65.66000061,0.013232676615384614
Mali,4.39,life_exp,49.188333192500004,1,9.564006964333334,65.66000061,0.013232676615384614
Mali,4.39,generosity,-0.049628581,2,9.564006964333334,65.66000061,0.013232676615384614
Malta,6.726,log_gdp,10.34483009,0,9.571877913090908,65.80000027727273,0.014454840818181817
Malta,6.726,life_exp,71.90888722666666,1,9.571877913090908,65.80000027727273,0.014454840818181817
Malta,6.726,generosity,0.34530218933333334,2,9.571877913090908,65.80000027727273,0.014454840818181817
Mauritania,4.49,log_gdp,8.156725963,0,9.593870076181819,65.805999754,0.015538279166666665
Mauritania,4.49,life_exp,55.30999978333333,1,9.593870076181819,65.805999754,0.015538279166666665
Mauritania,4.49,generosity,-0.022191455666666665,2,9.593870076181819,65.805999754,0.015538279166666665
Mauritius,5.888,log_gdp,9.8566370008,0,9.604349743272728,65.83846224153847,0.017424974666666666
Mauritius,5.888,life_exp,65.66000061,1,9.604349743272728,65.83846224153847,0.017424974666666666
Mauritius,5.888,generosity,0.0955118538,2,9.604349743272728,65.83846224153847,0.017424974666666666
Mexico,6.595,log_gdp,9.71033358575,0,9.630238092923078,65.86499977,0.03379952015384615
Mexico,6.595,life_exp,67.07000033083334,1,9.630238092923078,65.86499977,0.03379952015384615
Mexico,6.595,generosity,-0.12648989358333335,2,9.630238092923078,65.86499977,0.03379952015384615
Moldova,5.529,log_gdp,8.365816263153846,0,9.655338207833333,65.87636358090909,0.03387176272727272
Moldova,5.529,life_exp,62.22307674692308,1,9.655338207833333,65.87636358090909,0.03387176272727272
Moldova,5.529,generosity,-0.042540063846153844,2,9.655338207833333,65.87636358090909,0.03387176272727272
Mongolia,5.285,log_gdp,9.192475058909091,0,9.69012194423077,65.88461597076923,0.034056799857142855
Mongolia,5.285,life_exp,60.91818167909091,1,9.69012194423077,65.88461597076923,0.034056799857142855
Mongolia,5.285,generosity,0.09690938818181818,2,9.69012194423077,65.88461597076923,0.034056799857142855
Montenegro,5.523,log_gdp,9.604349743272728,0,9.71033358575,65.91538473230769,0.03488315325
Montenegro,5.523,life_exp,67.53636377454545,1,9.71033358575,65.91538473230769,0.03488315325
Montenegro,5.523,generosity,-0.11751557445454545,2,9.71033358575,65.91538473230769,0.03488315325
Morocco,5.208,log_gdp,8.862796187375,0,9.711026668625,66.040000153,0.037694175999999996
Morocco,5.208,life_exp,64.70000028625,1,9.711026668625,66.040000153,0.037694175999999996
